Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income,Per_Capita_Income,Age_Group,Experience_Group,Is_Anomaly
19,High School,Healthcare,2,Urban,33,Married,Full-time,1,Rent,Single-family home,Male,Public transit,881400,881400,18–29,16+ yrs,Yes
29,Master's,Technology,2,Urban,45,Married,Self-employed,1,Own,Apartment,Female,Biking,157279,157279,18–29,16+ yrs,Yes
59,Bachelor's,Others,1,Suburban,30,Married,Part-time,5,Rent,Single-family home,Male,Car,145530,29106,50–59,16+ yrs,No
35,Bachelor's,Finance,4,Urban,29,Single,Self-employed,3,Rent,Apartment,Male,Biking,68820,22940,30–39,16+ yrs,Yes
28,Bachelor's,Healthcare,1,Urban,27,Married,Part-time,1,Rent,Single-family home,Female,Public transit,426204,426204,18–29,16+ yrs,Yes
33,Master's,Healthcare,4,Urban,32,Married,Full-time,4,Own,Single-family home,Male,Biking,71880,17970,30–39,16+ yrs,Yes
66,Bachelor's,Others,1,Urban,40,Married,Full-time,3,Rent,Townhouse,Male,Car,68304,22768,60–70,16+ yrs,No
68,Master's,Finance,0,Urban,48,Married,Full-time,7,Own,Apartment,Male,Car,427456,61065.14286,60–70,16+ yrs,No
35,High School,Technology,2,Urban,20,Single,Part-time,3,Rent,Single-family home,Female,Public transit,104430,34810,30–39,16+ yrs,No
52,Master's,Technology,0,Urban,45,Single,Full-time,7,Own,Single-family home,Male,Public transit,1157812,165401.7143,50–59,16+ yrs,Yes
70,High School,Healthcare,4,Suburban,22,Married,Part-time,1,Own,Single-family home,Male,Walking,1277738,1277738,60–70,16+ yrs,Yes
43,Bachelor's,Finance,2,Urban,41,Single,Part-time,2,Rent,Single-family home,Female,Walking,65232,32616,40–49,16+ yrs,Yes
33,Bachelor's,Technology,2,Urban,12,Divorced,Full-time,1,Own,Single-family home,Female,Public transit,69244,69244,30–39,11–15 yrs,Yes
23,Bachelor's,Technology,4,Urban,44,Married,Full-time,3,Own,Single-family home,Female,Car,69958,23319.33333,18–29,16+ yrs,Yes
61,Bachelor's,Education,0,Urban,25,Married,Full-time,4,Rent,Townhouse,Male,Public transit,7570077,1892519.25,60–70,16+ yrs,No
60,Bachelor's,Education,2,Urban,18,Single,Self-employed,3,Rent,Single-family home,Male,Car,760919,253639.6667,60–70,16+ yrs,No
64,High School,Healthcare,5,Suburban,26,Married,Full-time,7,Own,Apartment,Male,Car,1543835,220547.8571,60–70,16+ yrs,No
64,Bachelor's,Others,0,Urban,39,Single,Full-time,1,Own,Townhouse,Female,Public transit,73428,73428,60–70,16+ yrs,No
65,High School,Others,0,Suburban,6,Married,Part-time,6,Rent,Apartment,Female,Walking,306580,51096.66667,60–70,6–10 yrs,No
59,Bachelor's,Finance,0,Urban,24,Single,Part-time,5,Rent,Apartment,Female,Car,970843,194168.6,50–59,16+ yrs,No
29,High School,Others,2,Suburban,48,Married,Full-time,7,Rent,Apartment,Male,Public transit,66421,9488.714286,18–29,16+ yrs,Yes
30,High School,Technology,3,Urban,39,Married,Full-time,2,Own,Apartment,Female,Biking,66198,33099,30–39,16+ yrs,Yes
21,High School,Healthcare,1,Urban,35,Married,Full-time,3,Own,Apartment,Female,Biking,72370,24123.33333,18–29,16+ yrs,Yes
56,Bachelor's,Finance,4,Urban,6,Single,Full-time,4,Rent,Apartment,Male,Public transit,65068,16267,50–59,6–10 yrs,No
19,Master's,Education,0,Urban,19,Single,Full-time,4,Rent,Single-family home,Female,Biking,1183366,295841.5,18–29,16+ yrs,Yes
43,Master's,Education,2,Urban,23,Single,Full-time,4,Own,Apartment,Female,Biking,67274,16818.5,40–49,16+ yrs,No
44,High School,Healthcare,4,Urban,27,Married,Full-time,2,Rent,Townhouse,Female,Biking,1034032,517016,40–49,16+ yrs,Yes
44,Bachelor's,Education,3,Rural,48,Single,Full-time,6,Own,Apartment,Male,Car,620572,103428.6667,40–49,16+ yrs,Yes
32,Bachelor's,Technology,5,Suburban,4,Single,Part-time,3,Own,Single-family home,Female,Biking,149554,49851.33333,30–39,0–5 yrs,Yes
25,Bachelor's,Healthcare,3,Suburban,35,Single,Part-time,5,Own,Single-family home,Female,Car,67862,13572.4,18–29,16+ yrs,Yes
24,Bachelor's,Healthcare,2,Urban,30,Married,Self-employed,1,Own,Apartment,Male,Biking,73848,73848,18–29,16+ yrs,Yes
64,High School,Technology,0,Suburban,50,Married,Self-employed,6,Own,Single-family home,Male,Public transit,61858,10309.66667,60–70,16+ yrs,Yes
63,Bachelor's,Finance,3,Urban,32,Divorced,Self-employed,7,Own,Single-family home,Male,Biking,841639,120234.1429,60–70,16+ yrs,No
57,Bachelor's,Technology,3,Urban,23,Married,Full-time,3,Own,Single-family home,Female,Car,68634,22878,50–59,16+ yrs,No
29,High School,Healthcare,3,Urban,9,Single,Full-time,3,Own,Townhouse,Female,Public transit,69460,23153.33333,18–29,6–10 yrs,No
30,Bachelor's,Education,5,Urban,37,Married,Part-time,5,Own,Apartment,Male,Car,1996607,399321.4,30–39,16+ yrs,Yes
60,Bachelor's,Finance,2,Urban,43,Married,Self-employed,2,Own,Townhouse,Female,Car,66670,33335,60–70,16+ yrs,No
34,High School,Technology,4,Urban,48,Married,Part-time,7,Own,Apartment,Female,Public transit,66550,9507.142857,30–39,16+ yrs,Yes
34,Bachelor's,Healthcare,1,Urban,4,Divorced,Full-time,1,Own,Apartment,Male,Car,2191829,2191829,30–39,0–5 yrs,No
53,Master's,Others,2,Suburban,30,Married,Part-time,1,Own,Townhouse,Female,Biking,72652,72652,50–59,16+ yrs,Yes
38,Master's,Healthcare,0,Rural,8,Married,Full-time,1,Rent,Single-family home,Female,Public transit,413554,413554,30–39,6–10 yrs,No
25,Bachelor's,Healthcare,2,Urban,31,Married,Self-employed,7,Rent,Single-family home,Female,Walking,73182,10454.57143,18–29,16+ yrs,Yes
22,Bachelor's,Technology,2,Urban,40,Married,Part-time,6,Own,Single-family home,Female,Walking,66032,11005.33333,18–29,16+ yrs,Yes
43,Bachelor's,Education,5,Suburban,4,Married,Part-time,3,Own,Single-family home,Male,Biking,71388,23796,40–49,0–5 yrs,Yes
33,Bachelor's,Others,1,Urban,50,Single,Full-time,5,Rent,Single-family home,Female,Car,4960168,992033.6,30–39,16+ yrs,Yes
53,High School,Healthcare,1,Rural,26,Divorced,Part-time,5,Own,Apartment,Female,Public transit,101047,20209.4,50–59,16+ yrs,No
45,Bachelor's,Education,1,Suburban,27,Single,Part-time,2,Rent,Single-family home,Male,Biking,100544,50272,40–49,16+ yrs,No
46,Bachelor's,Education,4,Urban,42,Single,Part-time,5,Own,Single-family home,Female,Public transit,74610,14922,40–49,16+ yrs,Yes
64,Bachelor's,Technology,2,Urban,11,Divorced,Self-employed,5,Rent,Single-family home,Male,Public transit,5672297,1134459.4,60–70,11–15 yrs,No
29,Master's,Healthcare,5,Rural,4,Married,Part-time,1,Own,Single-family home,Female,Car,72266,72266,18–29,0–5 yrs,Yes
54,Master's,Healthcare,0,Rural,7,Single,Part-time,2,Rent,Townhouse,Female,Walking,231308,115654,50–59,6–10 yrs,No
47,High School,Healthcare,1,Urban,16,Single,Self-employed,5,Own,Townhouse,Male,Car,74562,14912.4,40–49,16+ yrs,No
40,High School,Technology,1,Urban,7,Married,Full-time,7,Rent,Single-family home,Male,Biking,122036,17433.71429,40–49,6–10 yrs,No
33,High School,Finance,2,Urban,33,Single,Full-time,5,Own,Single-family home,Male,Car,65510,13102,30–39,16+ yrs,Yes
31,Master's,Technology,0,Urban,22,Single,Part-time,5,Own,Single-family home,Female,Walking,68228,13645.6,30–39,16+ yrs,Yes
27,Master's,Technology,5,Rural,17,Divorced,Full-time,5,Own,Apartment,Female,Public transit,1287009,257401.8,18–29,16+ yrs,Yes
24,Doctorate,Education,1,Suburban,50,Married,Full-time,1,Rent,Apartment,Female,Biking,67728,67728,18–29,16+ yrs,Yes
62,Bachelor's,Others,2,Urban,9,Married,Full-time,7,Rent,Townhouse,Male,Car,108635,15519.28571,60–70,6–10 yrs,No
69,Master's,Technology,3,Urban,38,Married,Part-time,7,Rent,Townhouse,Male,Biking,69572,9938.857143,60–70,16+ yrs,No
54,Bachelor's,Healthcare,5,Suburban,40,Married,Full-time,3,Rent,Townhouse,Male,Public transit,65996,21998.66667,50–59,16+ yrs,Yes
46,Master's,Technology,4,Urban,43,Divorced,Full-time,7,Own,Apartment,Female,Public transit,70082,10011.71429,40–49,16+ yrs,Yes
20,Master's,Technology,5,Urban,43,Married,Full-time,7,Own,Townhouse,Male,Car,594770,84967.14286,18–29,16+ yrs,Yes
32,Bachelor's,Education,2,Urban,4,Married,Part-time,6,Rent,Single-family home,Male,Public transit,891740,148623.3333,30–39,0–5 yrs,No
53,Bachelor's,Healthcare,1,Urban,42,Married,Full-time,7,Own,Single-family home,Female,Public transit,66448,9492.571429,50–59,16+ yrs,Yes
64,Master's,Healthcare,5,Suburban,16,Divorced,Self-employed,2,Rent,Single-family home,Male,Car,2347942,1173971,60–70,16+ yrs,Yes
63,Bachelor's,Finance,0,Suburban,46,Married,Part-time,3,Own,Apartment,Female,Car,70888,23629.33333,60–70,16+ yrs,No
69,High School,Healthcare,3,Urban,10,Married,Full-time,6,Rent,Apartment,Female,Walking,73550,12258.33333,60–70,6–10 yrs,No
36,High School,Technology,0,Urban,46,Single,Part-time,1,Own,Townhouse,Female,Walking,74752,74752,30–39,16+ yrs,Yes
30,Bachelor's,Healthcare,0,Urban,47,Single,Full-time,3,Rent,Apartment,Male,Biking,2782340,927446.6667,30–39,16+ yrs,Yes
59,Bachelor's,Healthcare,0,Urban,18,Single,Self-employed,6,Own,Apartment,Male,Car,75132,12522,50–59,16+ yrs,No
38,High School,Healthcare,2,Suburban,20,Single,Full-time,5,Rent,Apartment,Female,Public transit,74434,14886.8,30–39,16+ yrs,No
54,High School,Healthcare,2,Urban,43,Single,Full-time,7,Rent,Single-family home,Male,Car,2009613,287087.5714,50–59,16+ yrs,Yes
44,Bachelor's,Healthcare,5,Rural,2,Single,Part-time,2,Own,Townhouse,Female,Car,4111958,2055979,40–49,0–5 yrs,Yes
69,Bachelor's,Technology,4,Urban,39,Divorced,Full-time,5,Rent,Townhouse,Female,Biking,65554,13110.8,60–70,16+ yrs,No
46,High School,Technology,3,Urban,42,Single,Part-time,2,Own,Apartment,Male,Public transit,65348,32674,40–49,16+ yrs,Yes
37,High School,Finance,5,Urban,0,Married,Self-employed,3,Own,Apartment,Female,Biking,71140,23713.33333,30–39,0–5 yrs,Yes
42,High School,Healthcare,0,Urban,23,Married,Part-time,5,Own,Apartment,Male,Public transit,66646,13329.2,40–49,16+ yrs,No
23,High School,Others,5,Urban,35,Single,Full-time,1,Own,Townhouse,Female,Car,74604,74604,18–29,16+ yrs,Yes
53,Master's,Others,1,Urban,5,Single,Self-employed,5,Rent,Single-family home,Female,Car,334956,66991.2,50–59,0–5 yrs,No
19,High School,Healthcare,5,Urban,9,Single,Full-time,4,Own,Townhouse,Male,Car,68454,17113.5,18–29,6–10 yrs,Yes
39,Master's,Others,5,Rural,46,Single,Part-time,7,Own,Apartment,Female,Car,77782,11111.71429,30–39,16+ yrs,Yes
49,Bachelor's,Healthcare,0,Urban,39,Divorced,Part-time,1,Rent,Apartment,Male,Public transit,142224,142224,40–49,16+ yrs,Yes
33,Doctorate,Technology,5,Urban,45,Married,Full-time,2,Own,Apartment,Female,Car,7810901,3905450.5,30–39,16+ yrs,Yes
35,High School,Healthcare,3,Urban,33,Married,Part-time,4,Own,Apartment,Male,Public transit,5726352,1431588,30–39,16+ yrs,Yes
22,High School,Technology,0,Urban,23,Married,Part-time,7,Own,Single-family home,Female,Car,71076,10153.71429,18–29,16+ yrs,Yes
53,High School,Technology,2,Urban,22,Single,Self-employed,5,Own,Single-family home,Male,Public transit,74152,14830.4,50–59,16+ yrs,No
47,High School,Education,2,Urban,19,Married,Full-time,7,Own,Townhouse,Female,Public transit,72222,10317.42857,40–49,16+ yrs,No
62,Bachelor's,Finance,5,Urban,37,Married,Full-time,7,Own,Single-family home,Male,Public transit,66388,9484,60–70,16+ yrs,No
36,High School,Technology,5,Urban,34,Divorced,Full-time,5,Own,Apartment,Female,Public transit,65526,13105.2,30–39,16+ yrs,Yes
40,High School,Technology,3,Urban,33,Single,Part-time,5,Own,Townhouse,Female,Biking,67402,13480.4,40–49,16+ yrs,Yes
51,Master's,Others,4,Urban,45,Married,Part-time,5,Own,Apartment,Female,Biking,66344,13268.8,50–59,16+ yrs,Yes
30,Bachelor's,Others,0,Suburban,49,Single,Full-time,6,Rent,Apartment,Male,Public transit,642344,107057.3333,30–39,16+ yrs,Yes
60,High School,Others,3,Suburban,46,Single,Full-time,4,Rent,Single-family home,Male,Public transit,261399,65349.75,60–70,16+ yrs,Yes
46,High School,Others,5,Suburban,35,Married,Full-time,1,Own,Apartment,Male,Car,637837,637837,40–49,16+ yrs,Yes
53,High School,Healthcare,5,Urban,15,Single,Part-time,6,Rent,Apartment,Female,Public transit,776585,129430.8333,50–59,11–15 yrs,No
39,Master's,Education,5,Rural,22,Married,Self-employed,4,Own,Single-family home,Male,Public transit,5764401,1441100.25,30–39,16+ yrs,Yes
69,Master's,Healthcare,5,Rural,43,Married,Full-time,1,Own,Apartment,Male,Car,4609439,4609439,60–70,16+ yrs,Yes
69,Master's,Others,1,Suburban,48,Single,Part-time,3,Own,Townhouse,Male,Car,72674,24224.66667,60–70,16+ yrs,No
64,Master's,Healthcare,5,Urban,0,Single,Part-time,3,Own,Apartment,Female,Car,72706,24235.33333,60–70,0–5 yrs,Yes
53,Bachelor's,Education,5,Urban,8,Divorced,Full-time,1,Own,Single-family home,Male,Biking,1384436,1384436,50–59,6–10 yrs,Yes
26,High School,Healthcare,1,Suburban,11,Married,Part-time,1,Rent,Single-family home,Male,Biking,69260,69260,18–29,11–15 yrs,No
56,Bachelor's,Healthcare,4,Suburban,36,Married,Part-time,1,Own,Single-family home,Female,Car,72274,72274,50–59,16+ yrs,Yes
68,Master's,Healthcare,2,Urban,16,Married,Full-time,7,Rent,Apartment,Female,Biking,137127,19589.57143,60–70,16+ yrs,No
36,Master's,Technology,5,Urban,2,Single,Self-employed,3,Own,Apartment,Male,Public transit,4332067,1444022.333,30–39,0–5 yrs,Yes
55,Bachelor's,Healthcare,5,Urban,37,Single,Part-time,7,Own,Apartment,Male,Public transit,70244,10034.85714,50–59,16+ yrs,No
23,Bachelor's,Technology,3,Urban,28,Single,Full-time,1,Rent,Single-family home,Female,Public transit,5029815,5029815,18–29,16+ yrs,Yes
69,Master's,Finance,0,Suburban,30,Married,Self-employed,1,Own,Single-family home,Female,Walking,2250046,2250046,60–70,16+ yrs,No
64,High School,Finance,3,Urban,34,Married,Full-time,7,Own,Single-family home,Male,Public transit,72950,10421.42857,60–70,16+ yrs,No
32,Master's,Healthcare,5,Urban,37,Single,Part-time,4,Own,Apartment,Male,Car,70872,17718,30–39,16+ yrs,Yes
37,High School,Others,4,Suburban,25,Single,Part-time,2,Own,Single-family home,Female,Public transit,275641,137820.5,30–39,16+ yrs,Yes
26,Bachelor's,Finance,3,Urban,12,Married,Part-time,5,Rent,Townhouse,Male,Walking,1574123,314824.6,18–29,11–15 yrs,Yes
49,High School,Healthcare,4,Urban,18,Married,Part-time,5,Own,Townhouse,Male,Car,72080,14416,40–49,16+ yrs,No
21,Bachelor's,Finance,4,Suburban,31,Divorced,Full-time,6,Rent,Single-family home,Female,Public transit,68188,11364.66667,18–29,16+ yrs,Yes
67,Bachelor's,Finance,5,Urban,46,Single,Full-time,4,Rent,Single-family home,Male,Public transit,71612,17903,60–70,16+ yrs,Yes
35,Bachelor's,Technology,4,Urban,26,Married,Part-time,7,Own,Townhouse,Male,Public transit,64966,9280.857143,30–39,16+ yrs,Yes
22,Master's,Healthcare,3,Suburban,38,Married,Part-time,1,Own,Apartment,Female,Biking,67118,67118,18–29,16+ yrs,Yes
37,Bachelor's,Technology,1,Suburban,12,Married,Self-employed,2,Rent,Townhouse,Male,Car,68976,34488,30–39,11–15 yrs,No
40,Master's,Finance,0,Suburban,33,Single,Part-time,4,Own,Single-family home,Male,Car,73192,18298,40–49,16+ yrs,Yes
28,High School,Healthcare,4,Urban,18,Single,Full-time,2,Own,Apartment,Male,Public transit,3651322,1825661,18–29,16+ yrs,Yes
54,Master's,Technology,5,Urban,18,Single,Full-time,3,Own,Single-family home,Male,Biking,71308,23769.33333,50–59,16+ yrs,Yes
39,High School,Education,2,Suburban,2,Married,Part-time,2,Own,Single-family home,Female,Biking,315391,157695.5,30–39,0–5 yrs,No
21,High School,Technology,4,Urban,2,Married,Self-employed,4,Rent,Townhouse,Female,Walking,69726,17431.5,18–29,0–5 yrs,No
46,High School,Education,3,Urban,25,Married,Part-time,7,Own,Apartment,Male,Public transit,388178,55454,40–49,16+ yrs,No
61,Bachelor's,Education,4,Urban,5,Single,Full-time,6,Own,Apartment,Male,Public transit,44141,7356.833333,60–70,0–5 yrs,No
51,Master's,Others,2,Urban,12,Single,Self-employed,5,Own,Townhouse,Male,Public transit,74512,14902.4,50–59,11–15 yrs,No
30,High School,Finance,1,Urban,45,Single,Full-time,7,Own,Townhouse,Female,Public transit,6466675,923810.7143,30–39,16+ yrs,Yes
59,Bachelor's,Education,3,Urban,37,Married,Full-time,3,Own,Single-family home,Female,Car,68594,22864.66667,50–59,16+ yrs,No
26,Master's,Education,3,Urban,26,Married,Part-time,2,Own,Single-family home,Male,Car,69462,34731,18–29,16+ yrs,Yes
59,Bachelor's,Technology,5,Rural,40,Married,Full-time,5,Own,Apartment,Female,Public transit,6966644,1393328.8,50–59,16+ yrs,No
48,Master's,Finance,3,Urban,23,Married,Part-time,2,Rent,Townhouse,Male,Walking,69470,34735,40–49,16+ yrs,Yes
24,High School,Technology,2,Urban,9,Single,Full-time,6,Own,Townhouse,Female,Walking,74244,12374,18–29,6–10 yrs,No
21,Master's,Technology,3,Urban,15,Married,Full-time,2,Own,Townhouse,Female,Car,75162,37581,18–29,11–15 yrs,Yes
36,High School,Others,1,Urban,22,Single,Full-time,1,Own,Apartment,Male,Public transit,68314,68314,30–39,16+ yrs,Yes
59,Doctorate,Finance,0,Rural,46,Married,Part-time,5,Own,Townhouse,Male,Public transit,68360,13672,50–59,16+ yrs,Yes
47,Bachelor's,Healthcare,0,Suburban,11,Married,Full-time,6,Rent,Single-family home,Female,Public transit,668710,111451.6667,40–49,11–15 yrs,No
48,Bachelor's,Technology,4,Suburban,27,Single,Full-time,7,Own,Single-family home,Female,Public transit,67288,9612.571429,40–49,16+ yrs,No
52,High School,Education,0,Suburban,12,Single,Full-time,3,Own,Townhouse,Female,Car,72956,24318.66667,50–59,11–15 yrs,No
38,High School,Finance,2,Rural,17,Single,Full-time,3,Own,Apartment,Male,Public transit,2595743,865247.6667,30–39,16+ yrs,No
48,High School,Healthcare,0,Urban,1,Single,Part-time,3,Own,Apartment,Male,Car,72142,24047.33333,40–49,0–5 yrs,No
36,Bachelor's,Education,2,Urban,45,Divorced,Full-time,2,Rent,Apartment,Female,Walking,119829,59914.5,30–39,16+ yrs,Yes
48,High School,Education,2,Urban,16,Married,Full-time,6,Own,Single-family home,Male,Car,73386,12231,40–49,16+ yrs,No
70,Master's,Healthcare,4,Urban,22,Married,Part-time,5,Own,Apartment,Female,Biking,65144,13028.8,60–70,16+ yrs,No
49,High School,Education,0,Urban,22,Married,Full-time,3,Rent,Apartment,Female,Car,72296,24098.66667,40–49,16+ yrs,No
19,Master's,Technology,4,Urban,0,Married,Self-employed,6,Own,Apartment,Male,Public transit,69738,11623,18–29,0–5 yrs,No
69,High School,Education,3,Urban,42,Single,Part-time,3,Own,Townhouse,Female,Public transit,72686,24228.66667,60–70,16+ yrs,No
27,High School,Technology,1,Urban,13,Single,Full-time,7,Own,Apartment,Male,Public transit,66172,9453.142857,18–29,11–15 yrs,Yes
19,Master's,Technology,0,Urban,11,Married,Full-time,6,Own,Apartment,Male,Public transit,65438,10906.33333,18–29,11–15 yrs,Yes
19,Master's,Technology,3,Urban,13,Married,Self-employed,2,Own,Townhouse,Female,Walking,307218,153609,18–29,11–15 yrs,Yes
41,Bachelor's,Technology,5,Suburban,48,Divorced,Part-time,4,Own,Single-family home,Female,Biking,73996,18499,40–49,16+ yrs,Yes
34,High School,Healthcare,3,Urban,43,Single,Part-time,6,Rent,Apartment,Female,Biking,68906,11484.33333,30–39,16+ yrs,Yes
49,Bachelor's,Healthcare,4,Rural,37,Single,Part-time,3,Rent,Single-family home,Male,Biking,88813,29604.33333,40–49,16+ yrs,Yes
33,Bachelor's,Finance,4,Suburban,40,Married,Full-time,5,Rent,Townhouse,Female,Walking,73588,14717.6,30–39,16+ yrs,Yes
33,Bachelor's,Technology,1,Urban,43,Married,Full-time,3,Own,Single-family home,Female,Biking,96142,32047.33333,30–39,16+ yrs,Yes
63,Bachelor's,Finance,1,Urban,48,Divorced,Full-time,2,Own,Apartment,Male,Biking,49300,24650,60–70,16+ yrs,No
56,Bachelor's,Technology,1,Urban,15,Married,Part-time,4,Own,Single-family home,Female,Car,68430,17107.5,50–59,11–15 yrs,No
70,High School,Healthcare,1,Suburban,33,Married,Self-employed,4,Own,Single-family home,Female,Public transit,72694,18173.5,60–70,16+ yrs,No
48,Master's,Finance,4,Urban,17,Single,Full-time,7,Rent,Single-family home,Male,Car,75386,10769.42857,40–49,16+ yrs,No
